PK_CLIENTES;PK_TEMPO;PK_LOCALIDADE;QUANTIDADE;VALOR_TOTAL
f89f1c317ae48f83cfd44c5207da70079ac3845f2521262ebb3ab21fa5c528ce;7daeee400cf75f92f3fa664818a0038b49d8dc018410bdc64f19569908e3c135;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;458320.0
f89f1c317ae48f83cfd44c5207da70079ac3845f2521262ebb3ab21fa5c528ce;762ade34ddc5c049dec3b61cc7d0f989e3b9a794cd4e761c6b0f8b64ab0a17cf;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;458320.0
f89f1c317ae48f83cfd44c5207da70079ac3845f2521262ebb3ab21fa5c528ce;3260010177c07b09741dd7ecf0593ea4b18aba8ec2b09c023eed368a552e4ade;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;458320.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;9bf36dff99a81ed60b881983d2a27f9f40419daf134c70114478278170ea9697;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;7;441944.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;38c571182e7cfb7111d99f7b196b21cb3f66cab9a0e59f5d8cbca48817273639;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;317045.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;bfc4c1527b572f788ef1f421b0592c1d12060b6c864a206e1e8b18bcf5b2b17a;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;317045.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;60978a08fe433d0f1831a9d3972f6ac4910430a13382bd2f12443660b1126338;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;7;295502.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;d03f9aaf760d023e71d1bd6b77486b964adce86911c1f5447b461ee746099a96;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;7;295502.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;e6c3150d53dc6a606771153925f023d09fe034fbb734f3abad639d36cc515fcf;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;db68b122d7cb1a54b843f1e9533a1ad620acd7c1cb98e6b70d939d7961ee1358;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;8c5f59ccd450d4c577c525495c470d5d327446468c0acb4bf571af423b632c9e;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;07bd84c2bf642904696ccd16b4af8f4017ce33b3b4312427b35b48115a96b183;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;95d464e9882f34a6a79ee14b707879fe000a68c8393b17cc3405a9a5ee0f5d6c;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;c228dcbf21d7549d6c1841eb77e6818c0e6cefb2c50062bf71bb0005e92058a4;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;279060.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;6c27a5eea50bd5f0a986a4320b053d28edee97571a64c912a1c5610a26bc0015;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;3;279060.0
23c80b5544d3f714eac215836afec32954c6ecdaf2e98afab956f6e97e48ab1c;7a16be6c208a8e4670169b925bded2271210368e1ada15014dbf2c2dc478a3e0;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;9;265536.0
23c80b5544d3f714eac215836afec32954c6ecdaf2e98afab956f6e97e48ab1c;84a323d258ec83dd872270f8959c44029835370228c4d82058d02186c6301c48;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;9;265536.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;b09febd75e8ba7906bc964878ab185ff3f1f8614bf1c40e0d570fc1fd5be5261;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;10;253321.0
f89f1c317ae48f83cfd44c5207da70079ac3845f2521262ebb3ab21fa5c528ce;714115c1e68e146781c1134233190d382d5cfcef637a325e3876a2b6008d0e32;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;215680.0
f89f1c317ae48f83cfd44c5207da70079ac3845f2521262ebb3ab21fa5c528ce;b649618bd75ce9ad06ce8196f8370df2540ec8420feceee9624df468a127610d;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;215680.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;95288b5b7778538f4d2b1e878df74afdd859361998e6d5852bb405b340a8538e;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;212479.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;de104e0fee56b9ba16a4a31bf6f0dd4a95836f2c2bb39347ae9557afabc43bbc;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;204810.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;2ec3fa18137efc122bdaf06250af30bad94a7a55ac315692826bb364b9de04a3;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;204810.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;c228dcbf21d7549d6c1841eb77e6818c0e6cefb2c50062bf71bb0005e92058a4;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;181747.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;07bd84c2bf642904696ccd16b4af8f4017ce33b3b4312427b35b48115a96b183;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;181747.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;db68b122d7cb1a54b843f1e9533a1ad620acd7c1cb98e6b70d939d7961ee1358;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;181747.0
23c80b5544d3f714eac215836afec32954c6ecdaf2e98afab956f6e97e48ab1c;30f9d552fc0edbe6f6a3e7d82e704093fecf39a5b7f0548857375d5cb0c85d2b;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;177024.0
23c80b5544d3f714eac215836afec32954c6ecdaf2e98afab956f6e97e48ab1c;16138482171f66079c8b548cc5b4777ca18cadd29ca9459dbe25f0250b2d4d70;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;7;177024.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;105551b07990ddef0136701e8f02b3a79da3ff0b31f585834c593229da89bec9;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;5;172590.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;272829ae924782d146bda4dd8dfe20f038474605aa7fd10a84ad0a03acec59bf;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;169999.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;24f0aa52fe17b4b33a5d13ee29f26f5ee87853278b93ae0a5f5b0360c96f6ca7;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;169999.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;0ac8073a603a1d7bf6142f51b19c00b1ebcf4732107a92572c74908d520f589b;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;7;153146.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;1c8b1935ca797fc884681eec60f6b46dc9f8e7462f65e634e6298030b367da52;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;146424.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;4745e306a8d87d389c536b3fcf521916546c14a59a9d1a7a06d413145c0db0f3;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;146424.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;6e62a1ba8009c4992d2f57d3adf705865db7c9f48e3e2819ec06d88bce89f43e;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;5;140990.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;a99e777125750bc6333d72e907e3bbfc7bed60141fd55159d95baa9fb9976a6a;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;134379.0
23c80b5544d3f714eac215836afec32954c6ecdaf2e98afab956f6e97e48ab1c;69d81914b6f06e268852a5a568e17b8bc40f0a083814739534b4d2d8641128bf;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;127176.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;7c6cf14cf02ea41213851cbdd378f1f6e577cd356c4f5f479a1bcbaf0d91e7e4;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;111207.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;64bd36a9404e066966f18989c85a4682b4454301d4b2b2e2a199e17366542862;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;111207.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;dde9a278055d33864132d6a3be963c2a50ce142ea78f8f54285f2fa0ef612f5e;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98206.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;d65c1f04d9cca7e8da8d6ff36db8b2e0f0e5f81f7b5fb608839ed64241788b87;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98206.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;9a8936b77df45fb9f54b35973879abf40b8a022cd63ad7be87896d532410c719;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98206.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;a7f9d577161a57b5d5a7b43ad3394e1e9b4488023e77e1010d0e325f168d6468;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98070.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;30d18ac545bfdd95f4102de1a74ef200553bf0275088561d620136a9abff4e1a;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98070.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;9fbde6734e5e22f255460d8e846f208e1ff5084314ed071df4ce79d0f5009343;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;98070.0
07941a50392f7d7f7d20ad5c33cbcf6c34a91c07c462ad738de64e50e1ecd843;19ec39da4c0fcfc41fda09268b79dd879961e7b2d82926a5518160f9f2bcd646;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;93750.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;9cf7f720ff8efcabb519252978fee0758e418066d27c2ae9259db60c75c38997;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;93419.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;7e2a9f91ad607c12adc31b961c0cfa9332ba0d3ad8ee3a5a3edfaf52768f5df7;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;93419.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;1601a48b5ab29ce3ab49a155ac2a622995efb6ccdf07c1ce2fc8a19881a00168;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;93419.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;b13401c0ba118cdef4121a6818f42463c9d47174a1297aa504ba97f8550b9515;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;91515.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;1a12ddde2e3444b4055a37cda3b300cc08f2826591dde4f017bdd9abaf395d71;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;6;91515.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;5d1ea14affd734cc0d41745ddbfde240935dddc72e513dffe5f75af04be6201b;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;91476.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;b4189cb7b7950b0c0c7e96589542c7c372fb15fdcc971e6d3b3b1f82b5b563ca;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;91476.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;3c0bffc6e7e81ee3ca7ca26f42af256ca0548dcc1114f5473555d098b7db237e;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;91476.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;4b98469867a8b871e1f2b996fc10b15ecf1ee2a8c66916f581e3ac49ec393400;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;4;90232.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;b1d13812775e3d1428c321789858ba02937b4a8fb0f485ddc01fddcb71eaf4ab;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;2;83321.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;0a00c453bccf2162a32634dbe9ac93efe7b0a293f1e16ae72c5596bac903087c;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;2;83321.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;498bab03cb25cb2c8686754b53ba1afd902c3cb48990afee3747cf6211f03cb7;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;5;80168.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;4a3933e506f2f5b8c8fb2fb409e2b271fd35ba8f788c2145f3c0654fc37d7f51;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;5;80168.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;976b982bf2226326caaed6d17ee34f9c9e922ec8be9e7be02cb777f94511b11b;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;5;80168.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;e750d752f2beddf5821be8161ad7e4330dbad407680ee35cdc034870cb4bc383;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;1;79264.0
06f589328de0ef251f86171a7d521041e490b76827ea942c5bec0b2401adc7af;1a12ddde2e3444b4055a37cda3b300cc08f2826591dde4f017bdd9abaf395d71;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;78264.0
06f589328de0ef251f86171a7d521041e490b76827ea942c5bec0b2401adc7af;b13401c0ba118cdef4121a6818f42463c9d47174a1297aa504ba97f8550b9515;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;78264.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;4745e306a8d87d389c536b3fcf521916546c14a59a9d1a7a06d413145c0db0f3;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;74416.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;97f6f00e6caf71883b0ced35159769983f9e55aa04e4d09b9e6579699558afd2;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;74416.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;96adeb510db7cf1a6e4bcd99228a35689e9e5e04e226117ee2e303991e1763d9;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;5;73695.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;19d783ab2a52b90d4827202610b16448d56f143b1ca1e4e42feedd0f13107562;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;3;71418.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;c0df702f8e5b891b24d59a3acda6e811a7490896a25f595be0ad0024224b905f;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;3;71418.0
3c25f48fca69cc12dcc95f2dd08175d95164979356bcf47273740a8fca25d003;3b3790cba845d7d577f986a532d3676271f2d9798ce2bcfa3a175966358c1951;b1ee07aade4efda17eee0d35b49e06481abc3e80732e2baafbf40c4ac70469d0;3;71418.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;7741e62c034aafe8bbf5cabd4c7db9452118e6ec7a85ec527b84a19422fc1d74;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;1;68887.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;e15e6e1a07413ce57a7c255e2531b54cf9053a395d1465aad497924c81ff5475;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;1;68887.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;53596ea9a6c431036c9252eb4415ef9e50e3af99339cfbe0313abd897d78b63a;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;63014.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;72173ae36213b8f687cfb17e7ae501405cce2c63c06e2cc56730851a4e1c255c;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;2;59940.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;937c5574db75d9fc439cac05a7909a03c08e3e4dadb7a52ee50235cce91c810d;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;3;58532.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;a1d6ffbfc3997f3d6c3bacee45c3f9f3de7b2a34f603ba26a6737db067ebed43;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;3;58532.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;e51fc6ba86e7689680eaf4cf6055602c093e8adb48ade699843799592a42e295;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;3;58532.0
07941a50392f7d7f7d20ad5c33cbcf6c34a91c07c462ad738de64e50e1ecd843;89ac71ac44dfe0176abea46e02dd58a092d45c47067664d82677b5848bcabce3;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;56250.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;8b2220e6fcd970a04efb96dc7b4e50c92a0fab213c5379b9dfed43c933202e4c;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;55812.0
b4374cf910ba73542f294ef1f307074de84f7da9a0de583082edd20e81c92790;ad9cac55265ce46d272a9bd835cc40c1acfce815cba8eb0ad980cc19370288ac;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;1;55812.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;7ee0c1f3f9afebf0abff6c8bc6869cb729429a64783d34701aa07c042998f283;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;54401.0
60f38c57f6e132cfb5b8fb8031cdb8fb49260040e43cb0345f79df04edaf2d7e;3f8231a179ea84d7f86b94b6fcbf4476bdfcdaf72a0f6c7dc12a267dc08bf933;1afeeb4f561c3d914796782bfa14016ccfce18022cb9faaf7008fcaab8aeaca1;2;54401.0
d9bf40f43d281453bc266566d7e743feafeec9d73849c6f3d47999dec97f612b;1fee10e64cb636804a6540dcdaeb6fca626d390e2099df52728a43ca3001680d;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;54000.0
06f589328de0ef251f86171a7d521041e490b76827ea942c5bec0b2401adc7af;36fc65cc118dfb2814335c4ec9b348cd9fd891ec66172d6020cbf7ba1341d232;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;52176.0
06f589328de0ef251f86171a7d521041e490b76827ea942c5bec0b2401adc7af;bc98eb2336bb85770f50ed6a7a9cda459cc5206bd6354e787b1a0ceba708de5f;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;2;52176.0
742343154f5933bf59bcd8a151fc505caa630b0b57383ad5eee42ead52c6b07c;f140f41bb07080ae41e765abeeb83f7d5245c159ba1bf9794c825575723739ec;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;25;50680.0
742343154f5933bf59bcd8a151fc505caa630b0b57383ad5eee42ead52c6b07c;d27cc0cbb9a34a4f7c5517fcff19d59655946978ee277e37f7d31365271bb8c6;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;25;50680.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;36fc65cc118dfb2814335c4ec9b348cd9fd891ec66172d6020cbf7ba1341d232;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;44955.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;10cac93e3100360b9b9c21ad0d4dd7b9ca95d836997bd973c26e80b1033b7776;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;44955.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;bc98eb2336bb85770f50ed6a7a9cda459cc5206bd6354e787b1a0ceba708de5f;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;44955.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;89502dbc4667444c4f53b163899e6f27206b85db9aba343ff9eb4ecd346b923f;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;44955.0
742343154f5933bf59bcd8a151fc505caa630b0b57383ad5eee42ead52c6b07c;9be7d747204471dd7577346bf7583f9fde08200a69a656dab1714835fd4cccb1;4042a73c116c9746ff23df90e66ab19b4723d773dd571d0b78af67522b676064;15;44890.0
c47b81849b2888d0298594c03e792bda0eb2eaa4b2d12463ecd6f611e17b4ca6;dedd2a7af6fb922e3a636cd3835db6388c1a337ac80e46b0d65f24a9ff3c1949;379000e082e133b5cc4217e9151f9a6d2c84dba77123f9455d30f933b42e76e9;1;38430.0
